"TOA5","CR1000","CR1000","74426","CR1000.Std.28.02","CPU:Teste_CR_PROGRAMATION_FILE_NAME.CR1","34651","CR_1000_SITE_NAME"
"TIMESTAMP","RECORD","Bat_Volt","Bat_Volt_Min","Temp_Int","Pression_bridge","Pression_bridge_v","TDGP1_Avg","Pression_bridge_Avg","Pression_bridge_v_Avg"
"TS","RN","volt","volt","DegC","psi","millivolt","mmHg","psi","millivolt"
"","","Smp","Min","Smp","Smp","Smp","Avg","Avg","Avg"
"2016-06-22 05:15:00",179,12.79277,12.78726,0,36.30292,3.807523,216.9217,36.30598,3.80156
"2016-06-22 05:20:00",180,12.8093,12.79277,0,36.46453,3.814369,217.9636,36.39537,3.809213
"2016-06-22 05:25:00",181,12.83684,12.8093,0,36.54455,3.821119,218.1621,36.47932,3.816069
"2016-06-22 05:30:00",182,12.88092,12.83684,0,36.62656,3.828038,218.2117,36.56812,3.823447
"2016-06-22 05:35:00",183,12.92499,12.88092,0,36.62638,3.828022,218.2117,36.62725,3.828096
"2016-06-22 05:40:00",184,12.94703,12.92499,0,36.7853,3.841429,218.2117,36.70571,3.834602
"2016-06-22 05:45:00",185,12.94152,12.94152,0,36.86509,3.84816,218.2117,36.78768,3.841517
"2016-06-22 05:50:00",186,12.95805,12.94152,0,36.94519,3.854918,218.2117,36.86624,3.848483
"2016-06-22 05:55:00",187,12.96907,12.96356,0,36.94625,3.855007,218.2117,36.94185,3.854975
"2016-06-22 06:00:00",188,12.94152,12.94152,0,37.02742,3.868641,218.2117,36.99007,3.859269
"2016-06-22 06:05:00",189,12.93601,12.93601,0,37.10683,3.868553,218.2117,37.09666,3.867356
"2016-06-22 06:10:00",190,12.96907,12.93601,0,37.18674,3.875294,218.2117,37.15346,3.872374
"2016-06-22 06:15:00",191,12.96356,12.96356,0,37.26817,3.882164,218.2117,37.23835,3.879987
"2016-06-22 06:20:00",192,12.96907,12.96356,0,37.34927,3.882218,218.2117,37.27843,3.882464
"2016-06-22 06:25:00",193,13.06824,12.96907,0,37.42866,3.895703,218.2117,37.36619,3.890546
"2016-06-22 06:30:00",194,13.14537,13.06824,0,37.42936,3.902549,218.2117,37.43714,3.896645
"2016-06-22 06:35:00",195,13.12333,13.12333,0,37.50993,3.902558,218.2117,37.50637,3.902485
"2016-06-22 06:40:00",196,13.17291,13.12333,0,37.59049,3.909354,218.2117,37.58353,3.908428
"2016-06-22 06:45:00",197,13.2225,13.17291,0,37.6712,3.916163,218.2117,37.62955,3.91231
"2016-06-22 06:50:00",198,13.3437,13.2225,0,37.75153,3.92294,218.2117,37.72393,3.919933
"2016-06-22 06:55:00",199,13.43185,13.3437,0,37.8335,3.929855,218.2117,37.78333,3.925961
"2016-06-22 07:00:00",200,13.34921,13.34921,0,37.91176,3.936457,218.2117,37.85494,3.931664
"2016-06-22 07:05:00",201,13.32167,13.32167,0,37.91203,3.936479,218.2117,37.91241,3.936512
"2016-06-22 07:10:00",202,13.33269,13.32167,0,37.99421,3.943412,218.2117,37.96798,3.941878
"2016-06-22 07:15:00",203,13.33269,13.33269,0,38.0758,3.950295,218.2117,38.05478,3.948748
"2016-06-22 07:20:00",204,13.32167,13.32167,0,38.15452,3.956936,218.2117,38.12867,3.955094
"2016-06-22 07:25:00",205,13.40982,13.32167,0,38.23456,3.963688,218.2117,38.17897,3.958999
"2016-06-22 07:30:00",206,13.34297,13.34297,0,38.31538,3.963719,218.2063,38.2369,3.964451
"2016-06-22 07:35:00",207,13.29868,13.29844,0,38.31551,3.970517,218.2005,38.3125,3.970489
"2016-06-22 07:40:00",208,13.28233,13.28214,0,38.39711,3.984189,218.199,38.38036,3.975875
"2016-06-22 07:45:00",209,13.36975,13.27682,0,38.47713,3.984152,218.1972,38.46068,3.983216
"2016-06-22 07:50:00",210,13.40794,13.36424,0,38.55704,3.990893,218.1902,38.49561,3.985936
"2016-06-22 07:55:00",211,13.60074,13.40794,0,38.55989,3.991133,218.1911,38.55868,3.991031
"2016-06-22 08:00:00",212,13.54032,13.51804,0,38.639,3.997807,218.1895,38.60295,3.994539
"2016-06-22 08:05:00",213,13.43538,13.43538,0,38.72108,4.004731,218.1887,38.66536,4.000144
"2016-06-22 08:10:00",214,13.4077,13.4077,0,38.80134,4.011502,218.1861,38.73384,4.006147
"2016-06-22 08:15:00",215,13.38558,13.38558,0,38.80016,4.011402,218.1848,38.80051,4.011319
"2016-06-22 08:20:00",216,13.33597,13.33597,0,38.88052,4.018181,218.1842,38.861,4.016082
"2016-06-22 08:25:00",217,13.26986,13.26986,0,38.88105,4.025013,218.1839,38.89503,4.019745
"2016-06-22 08:30:00",218,13.23129,13.23129,0,38.96152,4.025014,218.3325,38.95878,4.025009
"2016-06-22 08:35:00",219,13.21476,13.21476,0,39.04355,4.031934,218.4317,39.03488,4.03109
"2016-06-22 08:40:00",220,13.20925,13.20925,0,39.12455,4.038767,218.9277,39.10952,4.037273
"2016-06-22 08:45:00",221,13.23128,13.20925,0,39.12482,4.045578,220.4656,39.13945,4.039911
"2016-06-22 08:50:00",222,13.26433,13.23128,0,39.20543,4.04559,222.4003,39.20672,4.045473
"2016-06-22 08:55:00",223,13.24781,13.24781,0,39.28598,4.052386,223.6901,39.26046,4.050799
"2016-06-22 09:00:00",224,13.25332,13.2423,0,39.36647,4.059176,225.0791,39.32354,4.055781
"2016-06-22 09:05:00",225,13.34145,13.25332,0,39.44695,4.065965,225.8233,39.41744,4.06291
"2016-06-22 09:10:00",226,13.67196,13.34145,0,39.44695,4.065966,227.4107,39.44963,4.066192
"2016-06-22 09:15:00",227,14.01348,13.61687,0,39.52742,4.072753,228.4525,39.51132,4.071509
"2016-06-22 09:20:00",228,14.13467,14.0245,0,39.60788,4.079541,229.3951,39.5663,4.076939
"2016-06-22 09:25:00",229,13.78213,13.7656,0,39.60788,4.079541,229.7423,39.61592,4.08022
"2016-06-22 09:30:00",230,14.50924,13.79315,0,39.76881,4.093117,230.0896,39.69237,4.086555
"2016-06-22 09:35:00",231,14.4817,14.44865,0,39.76881,4.093117,230.0896,39.76344,4.092891
"2016-06-22 09:40:00",232,14.48689,14.47019,0,39.84927,4.099905,230.0855,39.77417,4.093457
"2016-06-22 09:45:00",233,14.49224,14.43165,0,39.84927,4.099905,230.0825,39.83989,4.099226
"2016-06-22 09:50:00",234,13.7368,13.7368,0,39.92974,4.106693,230.0789,39.88414,4.103412
"2016-06-22 09:55:00",235,13.65964,13.61525,0,39.92974,4.106693,230.0708,39.93376,4.106806
"2016-06-22 10:00:00",236,14.46327,13.66514,0,40.09066,4.113481,230.069,40.00081,4.112236
"2016-06-22 10:05:00",237,14.44137,14.44137,0,40.09066,4.120269,230.0672,40.05982,4.118459
"2016-06-22 10:10:00",238,14.44097,14.44097,0,40.09066,4.120269,230.0647,40.09602,4.120495
"2016-06-22 10:15:00",239,14.44084,14.44084,0,40.17113,4.127057,230.062,40.15369,4.126378
"2016-06-22 10:20:00",240,14.43526,14.42429,0,40.25159,4.133845,230.0606,40.21404,4.13079
"2016-06-22 10:25:00",241,14.42972,14.38566,0,40.25159,4.133845,230.06,40.25159,4.133845
"2016-06-22 10:30:00",242,14.40767,14.40767,0,40.33206,4.14742,230.0596,40.29987,4.137804
"2016-06-22 10:35:00",243,14.40215,14.40215,0,40.41252,4.14742,230.0595,40.38167,4.144818
"2016-06-22 10:40:00",244,14.39114,13.93401,0,40.41252,4.14742,230.0594,40.41252,4.14742
