Well Name,Brome
Well ID,03030011
Latitude,45.182282
Longitude,-72.577841
Elevation,200.83
Nappe,Captive
Influenced,Non

Time,Year,Month,Day,Water level (masl),Water temperature (degC)
41203.0,2012,10,21,199.58,7.98
41204.0,2012,10,22,199.53,7.99
41205.0,2012,10,23,199.72,7.99
41206.0,2012,10,24,199.73,8.01
41207.0,2012,10,25,199.72,8.02
41208.0,2012,10,26,199.69,8.03
41209.0,2012,10,27,199.64,8.05
41210.0,2012,10,28,199.5,8.06
41211.0,2012,10,29,199.31,8.06
41212.0,2012,10,30,199.62,8.07
41213.0,2012,10,31,199.65,8.09
41214.0,2012,11,1,199.67,8.1
41215.0,2012,11,2,199.69,8.11
41216.0,2012,11,3,199.62,8.13
41217.0,2012,11,4,199.45,8.12
41218.0,2012,11,5,199.49,8.14
41219.0,2012,11,6,199.69,8.14
41220.0,2012,11,7,199.71,8.15
41221.0,2012,11,8,199.72,8.16
41222.0,2012,11,9,199.66,8.18
41223.0,2012,11,10,199.55,8.19
41224.0,2012,11,11,199.47,8.2
41225.0,2012,11,12,199.41,8.21
41226.0,2012,11,13,199.6,8.21
41227.0,2012,11,14,199.62,8.22
41228.0,2012,11,15,199.65,8.23
41229.0,2012,11,16,199.68,8.24
41230.0,2012,11,17,199.63,8.25
41231.0,2012,11,18,199.52,8.26
41232.0,2012,11,19,199.49,8.25
41233.0,2012,11,20,199.66,8.26
41234.0,2012,11,21,199.67,8.27
41235.0,2012,11,22,199.66,8.28
41236.0,2012,11,23,199.6,8.3
41237.0,2012,11,24,199.46,8.3
41238.0,2012,11,25,199.44,8.32
41239.0,2012,11,26,199.41,8.32
41240.0,2012,11,27,199.58,8.31
41241.0,2012,11,28,199.62,8.32
41242.0,2012,11,29,199.64,8.32
41243.0,2012,11,30,199.64,8.33
41244.0,2012,12,1,199.56,8.35
41245.0,2012,12,2,199.43,8.36
41246.0,2012,12,3,199.39,8.35
41247.0,2012,12,4,199.63,8.34
41248.0,2012,12,5,199.7,8.35
41249.0,2012,12,6,199.73,8.35
41250.0,2012,12,7,199.72,8.36
41251.0,2012,12,8,199.56,8.38
41252.0,2012,12,9,199.62,8.36
41253.0,2012,12,10,199.5,8.39
41254.0,2012,12,11,199.72,8.38
41255.0,2012,12,12,199.73,8.39
41256.0,2012,12,13,199.74,8.39
41257.0,2012,12,14,199.76,8.39
41258.0,2012,12,15,199.72,8.4
41259.0,2012,12,16,199.62,8.39
41260.0,2012,12,17,199.5,8.39
41261.0,2012,12,18,199.72,8.38
41262.0,2012,12,19,199.76,8.38
41263.0,2012,12,20,199.74,8.37
41264.0,2012,12,21,199.72,8.37
41265.0,2012,12,22,199.7,8.36
41266.0,2012,12,23,199.64,8.35
41267.0,2012,12,24,199.6,8.33
41268.0,2012,12,25,199.68,8.31
41269.0,2012,12,26,199.72,8.28
41270.0,2012,12,27,199.73,8.25
41271.0,2012,12,28,199.56,8.24
41272.0,2012,12,29,199.49,8.23
41273.0,2012,12,30,199.45,8.22
41274.0,2012,12,31,199.53,8.21
41275.0,2013,1,1,199.5,8.18
41276.0,2013,1,2,199.52,8.17
41277.0,2013,1,3,199.42,8.16
41278.0,2013,1,4,199.61,8.14
41279.0,2013,1,5,199.52,8.12
41280.0,2013,1,6,199.54,8.1
41281.0,2013,1,7,199.41,8.08
41282.0,2013,1,8,199.61,8.07
41283.0,2013,1,9,199.62,8.05
41284.0,2013,1,10,199.64,8.02
41285.0,2013,1,11,199.61,8.0
41286.0,2013,1,12,199.61,7.99
41287.0,2013,1,13,199.47,7.98
41288.0,2013,1,14,199.46,7.97
41289.0,2013,1,15,199.66,7.95
41290.0,2013,1,16,199.72,7.92
41291.0,2013,1,17,199.77,7.89
41292.0,2013,1,18,199.74,7.88
41293.0,2013,1,19,199.68,7.86
41294.0,2013,1,20,199.39,7.86
41295.0,2013,1,21,199.47,7.85
41296.0,2013,1,22,199.68,7.84
41297.0,2013,1,23,199.68,7.82
41298.0,2013,1,24,199.67,7.8
41299.0,2013,1,25,199.65,7.79
41300.0,2013,1,26,199.65,7.78
41301.0,2013,1,27,199.54,7.77
41302.0,2013,1,28,199.36,7.77
41303.0,2013,1,29,199.59,7.76
41304.0,2013,1,30,199.6,7.75
41305.0,2013,1,31,199.63,7.73
41306.0,2013,2,1,199.62,7.73
41307.0,2013,2,2,199.49,7.71
41308.0,2013,2,3,199.47,7.7
41309.0,2013,2,4,199.49,7.69
41310.0,2013,2,5,199.68,7.68
41311.0,2013,2,6,199.69,7.66
41312.0,2013,2,7,199.67,7.65
41313.0,2013,2,8,199.63,7.64
41314.0,2013,2,9,199.53,7.63
41315.0,2013,2,10,199.46,7.62
41316.0,2013,2,11,199.41,7.61
41317.0,2013,2,12,199.62,7.59
41318.0,2013,2,13,199.63,7.58
41319.0,2013,2,14,199.63,7.57
41320.0,2013,2,15,199.62,7.56
41321.0,2013,2,16,199.59,7.54
41322.0,2013,2,17,199.49,7.54
41323.0,2013,2,18,199.37,7.53
41324.0,2013,2,19,199.57,7.51
41325.0,2013,2,20,199.6,7.48
41326.0,2013,2,21,199.6,7.48
41327.0,2013,2,22,199.57,7.44
41328.0,2013,2,23,199.52,7.43
41329.0,2013,2,24,199.46,7.42
41330.0,2013,2,25,199.33,7.42
41331.0,2013,2,26,199.55,7.4
41332.0,2013,2,27,199.58,7.38
41333.0,2013,2,28,199.62,7.38
41334.0,2013,3,1,199.63,7.35
41335.0,2013,3,2,199.55,7.34
41336.0,2013,3,3,199.38,7.32
41337.0,2013,3,4,199.44,7.35
41338.0,2013,3,5,199.61,7.3
41339.0,2013,3,6,199.61,7.28
41340.0,2013,3,7,199.61,7.28
41341.0,2013,3,8,199.59,7.29
41342.0,2013,3,9,199.39,7.24
41343.0,2013,3,10,199.43,7.22
41344.0,2013,3,11,199.38,7.23
41345.0,2013,3,12,199.64,7.2
41346.0,2013,3,13,199.71,7.19
41347.0,2013,3,14,199.75,7.17
41348.0,2013,3,15,199.62,7.18
